image,issue_type,reason,gt_index,pred_index,iou,gt_w,gt_h,gt_area_ratio,pred_w,pred_h,width_ratio,height_ratio,pred_conf,small_object,partial_candidate,crowded_candidate,max_person_overlap_iou
construction_image1126.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,2,3,0.5904,225.02,323.78,0.104175,181.48,470.70,0.8065,1.4537,0.4663,False,False,False,0.0420
construction_image1126.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,2,3,0.5904,225.02,323.78,0.104175,181.48,470.70,0.8065,1.4537,0.4663,False,False,False,0.0420
construction_image1126.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,3,,0.4764,192.16,322.11,0.088500,,,,,,False,False,False,0.0333
construction_image1126.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,1,0.0000,,,,215.92,583.24,,,0.6944,,,,
construction_image1126.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,2,0.0000,,,,145.76,446.40,,,0.5055,,,,
construction_image1127.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,0,,0.2904,917.81,443.26,0.584259,,,,,,False,False,False,0.0000
construction_image1127.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,0,0.0000,,,,303.97,388.72,,,0.2752,,,,
construction_image114.jpg,Crowded_or_Overlapped_Person,다른 person 박스와 겹침이 있어 작업자 겹침 사례일 가능성,0,1,0.7786,168.86,324.02,0.133579,161.66,290.45,0.9573,0.8964,0.6538,False,False,True,0.2839
construction_image114.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,1,,0.3198,128.69,261.82,0.082260,,,,,,False,False,True,0.2839
construction_image114.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,2,,0.3082,139.78,296.31,0.101118,,,,,,False,False,True,0.2909
construction_image114.jpg,Partial_or_Truncated_Candidate,person 박스가 이미지 경계에 가까워 상반신/부분 가림 사례일 가능성,3,0,0.7974,232.91,455.89,0.259232,285.76,464.99,1.2269,1.0200,0.7288,False,True,True,0.2909
construction_image114.jpg,Crowded_or_Overlapped_Person,다른 person 박스와 겹침이 있어 작업자 겹침 사례일 가능성,3,0,0.7974,232.91,455.89,0.259232,285.76,464.99,1.2269,1.0200,0.7288,False,True,True,0.2909
construction_image114.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,2,0.0000,,,,105.07,139.54,,,0.3368,,,,
construction_image114.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,3,0.0000,,,,104.40,295.18,,,0.3144,,,,
construction_image1141.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,0,,0.4749,214.91,467.98,0.143804,,,,,,False,False,True,0.1322
construction_image1141.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,1,,0.3090,170.67,411.76,0.100482,,,,,,False,False,True,0.1322
construction_image1141.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,2,,0.3323,189.63,186.91,0.050678,,,,,,False,False,True,0.3026
construction_image1141.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,3,,0.4747,351.87,289.51,0.145654,,,,,,False,False,True,0.3026
construction_image1141.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,4,,0.0626,214.93,303.55,0.093283,,,,,,False,True,False,0.0756
construction_image1141.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,5,,0.0715,132.74,88.53,0.016803,,,,,,True,False,False,0.0756
construction_image1141.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,6,,0.0951,122.21,95.56,0.016697,,,,,,True,False,False,0.0730
construction_image1141.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,0,0.0000,,,,325.05,644.02,,,0.7125,,,,
construction_image1141.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,1,0.0000,,,,250.54,425.31,,,0.3897,,,,
construction_image1141.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,2,0.0000,,,,193.26,368.01,,,0.2998,,,,
construction_image1141.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,3,0.0000,,,,268.05,349.42,,,0.2676,,,,
construction_image1143.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.5859,321.90,442.25,0.181022,269.07,667.93,0.8359,1.5103,0.7921,False,False,False,0.0000
construction_image1143.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,0,0,0.5859,321.90,442.25,0.181022,269.07,667.93,0.8359,1.5103,0.7921,False,False,False,0.0000
construction_image1147.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,0,,0.0000,453.22,654.93,0.424410,,,,,,False,False,False,0.0000
construction_image1156.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,0,,0.0628,40.98,58.38,0.003431,,,,,,True,False,False,0.0772
construction_image1156.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,1,,0.4800,77.55,87.58,0.009740,,,,,,True,False,False,0.0000
construction_image1156.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,2,2,0.5767,122.91,188.78,0.033273,134.58,298.96,1.0950,1.5837,0.6741,False,False,False,0.0790
construction_image1156.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,2,2,0.5767,122.91,188.78,0.033273,134.58,298.96,1.0950,1.5837,0.6741,False,False,False,0.0790
construction_image1156.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,3,0,0.5618,141.94,170.29,0.034661,118.85,270.02,0.8373,1.5856,0.7220,False,False,False,0.0790
construction_image1156.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,3,0,0.5618,141.94,170.29,0.034661,118.85,270.02,0.8373,1.5856,0.7220,False,False,False,0.0790
construction_image1156.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,4,1,0.5668,146.32,196.56,0.041244,171.69,295.55,1.1734,1.5036,0.7109,False,False,False,0.0442
construction_image1156.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,4,1,0.5668,146.32,196.56,0.041244,171.69,295.55,1.1734,1.5036,0.7109,False,False,False,0.0442
construction_image1156.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,5,6,0.5007,105.34,181.00,0.027342,136.97,278.01,1.3002,1.5360,0.3160,False,False,False,0.0772
construction_image1156.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,5,6,0.5007,105.34,181.00,0.027342,136.97,278.01,1.3002,1.5360,0.3160,False,False,False,0.0772
construction_image1156.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,6,5,0.5645,143.47,300.68,0.061862,174.83,437.10,1.2185,1.4537,0.5446,False,False,False,0.0000
construction_image1156.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,6,5,0.5645,143.47,300.68,0.061862,174.83,437.10,1.2185,1.4537,0.5446,False,False,False,0.0000
construction_image1156.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,3,0.0000,,,,159.81,289.38,,,0.6398,,,,
construction_image1156.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,4,0.0000,,,,77.83,125.54,,,0.6270,,,,
construction_image1156.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,7,0.0000,,,,99.79,288.76,,,0.2818,,,,
construction_image1156.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,8,0.0000,,,,244.46,299.71,,,0.2706,,,,
construction_image1159.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.5630,340.64,531.00,0.225307,443.82,723.93,1.3029,1.3633,0.6653,False,False,False,0.0000
construction_image1159.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,0,0,0.5630,340.64,531.00,0.225307,443.82,723.93,1.3029,1.3633,0.6653,False,False,False,0.0000
construction_image1162.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,9,0.6438,156.13,400.49,0.090195,184.92,522.49,1.1844,1.3046,0.3503,False,True,True,0.1803
construction_image1162.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,0,9,0.6438,156.13,400.49,0.090195,184.92,522.49,1.1844,1.3046,0.3503,False,True,True,0.1803
construction_image1162.jpg,Partial_or_Truncated_Candidate,person 박스가 이미지 경계에 가까워 상반신/부분 가림 사례일 가능성,0,9,0.6438,156.13,400.49,0.090195,184.92,522.49,1.1844,1.3046,0.3503,False,True,True,0.1803
construction_image1162.jpg,Crowded_or_Overlapped_Person,다른 person 박스와 겹침이 있어 작업자 겹침 사례일 가능성,0,9,0.6438,156.13,400.49,0.090195,184.92,522.49,1.1844,1.3046,0.3503,False,True,True,0.1803
construction_image1162.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,1,,0.4716,143.39,325.98,0.067425,,,,,,False,False,True,0.1803
construction_image1162.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,2,,0.4417,121.44,310.52,0.054396,,,,,,False,False,False,0.0852
construction_image1162.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,3,,0.0628,49.76,94.80,0.006805,,,,,,True,False,False,0.0852
construction_image1162.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,4,,0.4644,125.84,280.55,0.050927,,,,,,False,False,False,0.0108
construction_image1162.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,5,,0.3842,128.77,261.20,0.048516,,,,,,False,False,True,0.1175
construction_image1162.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,6,,0.4956,166.80,177.99,0.042825,,,,,,False,False,True,0.1175
construction_image1162.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,7,11,0.6123,179.97,330.84,0.085887,171.98,420.19,0.9556,1.2701,0.2860,False,False,False,0.0000
construction_image1162.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,7,11,0.6123,179.97,330.84,0.085887,171.98,420.19,0.9556,1.2701,0.2860,False,False,False,0.0000
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,0,0.0000,,,,175.33,433.57,,,0.7111,,,,
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,1,0.0000,,,,150.51,499.34,,,0.6424,,,,
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,2,0.0000,,,,245.65,636.64,,,0.6121,,,,
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,3,0.0000,,,,201.74,557.98,,,0.5822,,,,
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,4,0.0000,,,,160.17,482.92,,,0.5674,,,,
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,5,0.0000,,,,133.83,628.51,,,0.5150,,,,
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,6,0.0000,,,,243.21,355.59,,,0.4646,,,,
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,7,0.0000,,,,199.17,620.70,,,0.4402,,,,
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,8,0.0000,,,,115.29,445.70,,,0.4213,,,,
construction_image1162.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,10,0.0000,,,,181.14,317.00,,,0.3349,,,,
construction_image1163.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,0,0.0000,,,,640.98,631.72,,,0.3975,,,,
construction_image1166.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.6910,261.17,927.97,0.393809,274.23,983.12,1.0500,1.0594,0.7678,False,True,False,0.0000
construction_image1166.jpg,Partial_or_Truncated_Candidate,person 박스가 이미지 경계에 가까워 상반신/부분 가림 사례일 가능성,0,0,0.6910,261.17,927.97,0.393809,274.23,983.12,1.0500,1.0594,0.7678,False,True,False,0.0000
construction_image1170.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,0,,0.2879,310.30,584.05,0.259122,,,,,,False,False,False,0.0000
construction_image1170.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,0,0.0000,,,,683.00,836.21,,,0.3558,,,,
construction_image1180.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.6786,584.38,559.40,0.415684,484.88,709.56,0.8297,1.2684,0.8507,False,True,False,0.0000
construction_image1180.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,0,0,0.6786,584.38,559.40,0.415684,484.88,709.56,0.8297,1.2684,0.8507,False,True,False,0.0000
construction_image1180.jpg,Partial_or_Truncated_Candidate,person 박스가 이미지 경계에 가까워 상반신/부분 가림 사례일 가능성,0,0,0.6786,584.38,559.40,0.415684,484.88,709.56,0.8297,1.2684,0.8507,False,True,False,0.0000
construction_image1185.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,1,0.5634,587.86,399.12,0.335468,516.65,632.27,0.8789,1.5842,0.4076,False,False,True,0.1438
construction_image1185.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,0,1,0.5634,587.86,399.12,0.335468,516.65,632.27,0.8789,1.5842,0.4076,False,False,True,0.1438
construction_image1185.jpg,Crowded_or_Overlapped_Person,다른 person 박스와 겹침이 있어 작업자 겹침 사례일 가능성,0,1,0.5634,587.86,399.12,0.335468,516.65,632.27,0.8789,1.5842,0.4076,False,False,True,0.1438
construction_image1185.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,1,0,0.5870,394.02,439.87,0.247811,318.44,644.97,0.8082,1.4663,0.4966,False,True,True,0.1438
construction_image1185.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,1,0,0.5870,394.02,439.87,0.247811,318.44,644.97,0.8082,1.4663,0.4966,False,True,True,0.1438
construction_image1185.jpg,Partial_or_Truncated_Candidate,person 박스가 이미지 경계에 가까워 상반신/부분 가림 사례일 가능성,1,0,0.5870,394.02,439.87,0.247811,318.44,644.97,0.8082,1.4663,0.4966,False,True,True,0.1438
construction_image1185.jpg,Crowded_or_Overlapped_Person,다른 person 박스와 겹침이 있어 작업자 겹침 사례일 가능성,1,0,0.5870,394.02,439.87,0.247811,318.44,644.97,0.8082,1.4663,0.4966,False,True,True,0.1438
construction_image1186.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,0,,0.0872,124.30,172.46,0.027474,,,,,,False,False,True,0.1000
construction_image1186.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,1,2,0.6391,370.83,497.03,0.236212,312.72,685.37,0.8433,1.3789,0.5326,False,False,True,0.1005
construction_image1186.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,1,2,0.6391,370.83,497.03,0.236212,312.72,685.37,0.8433,1.3789,0.5326,False,False,True,0.1005
construction_image1186.jpg,Crowded_or_Overlapped_Person,다른 person 박스와 겹침이 있어 작업자 겹침 사례일 가능성,1,2,0.6391,370.83,497.03,0.236212,312.72,685.37,0.8433,1.3789,0.5326,False,False,True,0.1005
construction_image1186.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,2,0,0.6952,271.81,545.63,0.190065,287.88,740.99,1.0591,1.3580,0.7117,False,False,True,0.1005
construction_image1186.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,2,0,0.6952,271.81,545.63,0.190065,287.88,740.99,1.0591,1.3580,0.7117,False,False,True,0.1005
construction_image1186.jpg,Crowded_or_Overlapped_Person,다른 person 박스와 겹침이 있어 작업자 겹침 사례일 가능성,2,0,0.6952,271.81,545.63,0.190065,287.88,740.99,1.0591,1.3580,0.7117,False,False,True,0.1005
construction_image1186.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,3,1,0.7106,368.72,536.22,0.253388,366.57,661.18,0.9942,1.2330,0.6363,False,False,False,0.0200
construction_image1202.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.7250,551.89,505.34,0.354631,509.21,654.65,0.9227,1.2955,0.6304,False,False,False,0.0000
construction_image1202.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,0,0,0.7250,551.89,505.34,0.354631,509.21,654.65,0.9227,1.2955,0.6304,False,False,False,0.0000
construction_image1202.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,1,0.0000,,,,223.06,315.00,,,0.3722,,,,
construction_image1221.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,0,,0.0000,686.99,502.50,0.493587,,,,,,False,True,False,0.0000
construction_image1225.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.7011,733.86,600.26,0.560134,641.40,717.40,0.8740,1.1951,0.3900,False,False,False,0.0000
construction_image1226.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.5176,321.00,986.54,0.402681,257.30,1005.24,0.8016,1.0189,0.4240,False,True,False,0.0000
construction_image1226.jpg,Partial_or_Truncated_Candidate,person 박스가 이미지 경계에 가까워 상반신/부분 가림 사례일 가능성,0,0,0.5176,321.00,986.54,0.402681,257.30,1005.24,0.8016,1.0189,0.4240,False,True,False,0.0000
construction_image1226.jpg,FP_person,예측 person이 있지만 정답 person과 매칭되지 않음,,1,0.0000,,,,287.67,728.60,,,0.3513,,,,
construction_image1233.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.7491,401.30,697.21,0.282553,452.65,651.25,1.1280,0.9341,0.3607,False,True,True,0.3936
construction_image1233.jpg,Partial_or_Truncated_Candidate,person 박스가 이미지 경계에 가까워 상반신/부분 가림 사례일 가능성,0,0,0.7491,401.30,697.21,0.282553,452.65,651.25,1.1280,0.9341,0.3607,False,True,True,0.3936
construction_image1233.jpg,Crowded_or_Overlapped_Person,다른 person 박스와 겹침이 있어 작업자 겹침 사례일 가능성,0,0,0.7491,401.30,697.21,0.282553,452.65,651.25,1.1280,0.9341,0.3607,False,True,True,0.3936
construction_image1233.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,1,1,0.6606,414.26,843.30,0.352797,601.37,879.42,1.4517,1.0428,0.3077,False,True,False,0.0000
construction_image1233.jpg,Too_Wide_Box,예측 박스가 정답 박스보다 과도하게 큼,1,1,0.6606,414.26,843.30,0.352797,601.37,879.42,1.4517,1.0428,0.3077,False,True,False,0.0000
construction_image1233.jpg,Partial_or_Truncated_Candidate,person 박스가 이미지 경계에 가까워 상반신/부분 가림 사례일 가능성,1,1,0.6606,414.26,843.30,0.352797,601.37,879.42,1.4517,1.0428,0.3077,False,True,False,0.0000
construction_image1233.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,2,,0.0000,197.49,502.55,0.100229,,,,,,False,False,True,0.3031
construction_image1233.jpg,FN_person,정답 person이 있지만 예측 person이 매칭되지 않음,3,,0.0000,319.39,590.25,0.190385,,,,,,False,False,True,0.3936
construction_image1236.jpg,Partial_or_Truncated_Candidate,person 박스가 이미지 경계에 가까워 상반신/부분 가림 사례일 가능성,0,0,0.7773,478.75,904.32,0.550518,571.22,855.17,1.1932,0.9457,0.2713,False,True,False,0.0000
construction_image1243.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.7071,303.42,365.56,0.141040,255.38,431.44,0.8417,1.1802,0.5426,False,False,False,0.0000
construction_image1250.jpg,Localization_Error,객체는 찾았지만 IoU가 낮아 박스 정밀도 부족,0,0,0.7023,691.74,452.32,0.397856,709.02,568.64,1.0250,1.2572,0.3812,False,False,False,0.0000
